Country,dt,AverageTemperature,AverageTemperatureUncertainty
Mexico,1986,20.850666666666665,0.19391666666666665
Mexico,1987,20.455166666666667,0.2048333333333333
Mexico,1988,20.736083333333333,0.1895833333333333
Mexico,1989,20.96516666666667,0.24758333333333335
Mexico,1990,20.96083333333333,0.21024999999999996
Mexico,1991,20.83966666666667,0.18391666666666664
Mexico,1992,20.650333333333332,0.23491666666666666
Mexico,1993,20.938833333333335,0.19258333333333336
Mexico,1994,21.32575,0.2145
Mexico,1995,21.370666666666665,0.19225
Mexico,1996,21.132166666666667,0.21275000000000002
Mexico,1997,20.898583333333335,0.1970833333333333
Mexico,1998,21.53175,0.17825
Mexico,1999,21.1285,0.22875
Mexico,2000,21.232083333333332,0.2308333333333333
Mexico,2001,21.133,0.24750000000000003
Mexico,2002,21.225,0.2376666666666667
Mexico,2003,21.32941666666667,0.2685
Mexico,2004,20.924833333333336,0.20850000000000002
Mexico,2005,21.4135,0.19425000000000003
Mexico,2006,21.418083333333332,0.2366666666666667
Mexico,2007,21.079333333333338,0.20600000000000004
Mexico,2008,21.085250000000002,0.1995
Mexico,2009,21.546083333333332,0.20591666666666664
Mexico,2010,20.852916666666665,0.21774999999999997
Mexico,2011,21.599333333333334,0.24533333333333338
Mexico,2012,21.652416666666664,0.32449999999999996
Mexico,2013,22.219222222222225,0.36511111111111105
Netherlands (Europe),1960,9.631166666666667,0.25
Netherlands (Europe),1961,9.946,0.27041666666666664
Netherlands (Europe),1962,8.140666666666666,0.2665
Netherlands (Europe),1963,7.831333333333332,0.2628333333333333
Netherlands (Europe),1964,9.154333333333334,0.23150000000000004
Netherlands (Europe),1965,8.706083333333334,0.24208333333333332
Netherlands (Europe),1966,9.432916666666667,0.2829166666666667
Netherlands (Europe),1967,9.916749999999999,0.2758333333333333
Netherlands (Europe),1968,9.152,0.21408333333333332
Netherlands (Europe),1969,9.123666666666667,0.22683333333333333
Netherlands (Europe),1970,9.025333333333334,0.22574999999999998
Netherlands (Europe),1971,9.517333333333331,0.22891666666666668
Netherlands (Europe),1972,8.960500000000001,0.26275
Netherlands (Europe),1973,9.45175,0.2314166666666667
Netherlands (Europe),1974,9.748583333333334,0.25
Netherlands (Europe),1975,9.882666666666669,0.252
Netherlands (Europe),1976,9.787666666666667,0.2353333333333333
Netherlands (Europe),1977,9.642500000000002,0.23141666666666663
